0	1
1	1
2	1
3	2
4	1
5	1
6	1
7	1
8	1
9	1
10	1
11	1
12	1
13	1
14	1
15	2
16	1
17	2
18	1
19	2
20	1
21	1
22	1
23	2
24	1
25	1
26	1
27	2
28	2
29	1
30	1
31	1
32	1
33	2
34	1
35	2
36	1
37	1
38	2
39	1
40	2
41	1
42	1
43	1
44	2
45	1
46	2
47	1
48	1
49	1
50	1
51	1
52	1
53	1
54	1
55	1
56	1
57	1
58	1
59	2
60	1
61	1
62	1
63	2
64	1
65	1
66	1
67	1
68	1
69	1
70	2
71	2
72	2
73	1
74	1
75	1
76	1
77	2
78	1
79	1
80	1
81	1
82	1
83	1
84	1
85	1
86	1
87	1
88	1
89	1
90	2
91	2
92	1
93	1
94	1
95	1
96	1
97	1
98	1
99	1
100	2
101	1
102	1
103	2
104	2
105	2
106	1
107	1
108	1
109	2
110	1
111	2
112	1
113	1
114	1
115	2
116	1
117	1
118	1
119	1
120	1
121	1
122	1
123	2
124	1
125	1
126	1
127	1
128	1
129	2
130	1
131	1
132	1
133	1
134	1
135	1
136	1
137	2
138	2
139	2
140	1
141	1
142	2
143	1
144	1
145	2
146	1
147	1
148	1
149	1
150	1
151	1
152	2
153	1
154	1
155	2
156	1
157	1
158	1
159	1
160	1
161	1
162	2
163	1
164	2
165	1
166	1
167	1
168	1
169	1
170	1
171	1
172	2
173	1
174	1
175	1
176	2
177	1
178	1
179	1
180	1
181	1
182	1
183	1
184	1
185	1
186	2
187	1
188	1
189	2
190	1
191	1
192	1
193	1
194	1
195	1
196	1
197	1
198	1
199	2
200	2
201	1
202	1
203	1
204	2
205	1
206	1
207	2
208	1
209	1
210	1
211	1
212	2
213	1
214	2
215	1
216	1
217	2
218	1
219	1
220	1
221	2
222	2
223	1
224	1
225	1
226	2
227	1
228	1
229	1
230	2
231	1
232	2
233	1
234	2
235	1
236	2
237	1
238	2
239	1
240	2
241	2
242	2
243	1
244	1
245	2
246	1
247	2
248	1
249	1
250	1
251	1
252	1
253	1
254	1
255	1
256	2
257	1
258	1
259	2
260	1
261	1
262	1
263	2
264	1
265	2
266	2
267	1
268	1
269	1
270	1
271	1
272	1
273	1
274	2
275	1
276	1
277	1
278	1
279	1
280	1
281	1
282	2
283	1
284	1
285	1
286	1
287	1
288	2
289	1
290	1
291	1
292	1
293	2
294	1
295	1
296	1
297	1
298	1
299	2
300	1
301	1
302	2
303	1
304	1
305	2
306	1
307	1
308	1
309	2
310	1
311	1
312	2
313	1
314	1
315	1
316	1
317	2
318	2
319	1
320	2
321	1
322	1
323	2
324	2
325	1
326	1
327	1
328	1
329	1
330	1
331	1
332	1
333	1
334	1
335	1
336	1
337	1
338	1
339	2
340	1
341	1
342	1
343	1
344	1
345	1
346	1
347	1
348	1
349	1
350	2
351	1
352	2
353	1
354	1
355	1
356	1
357	1
358	1
359	2
360	1
361	1
362	1
363	2
364	1
365	1
366	1
367	1
368	1
369	1
370	2
371	1
372	1
373	1
374	1
375	2
376	1
377	1
378	2
379	1
380	1
381	1
382	1
383	2
384	1
385	2
386	1
387	1
388	1
389	1
390	1
391	2
392	1
393	1
394	1
395	1
396	1
397	1
398	1
399	1
400	1
401	2
402	1
403	1
404	1
405	1
406	1
407	1
408	1
409	1
410	1
411	1
412	2
413	1
414	1
415	1
416	1
417	1
418	2
419	1
420	1
421	1
422	1
423	1
424	1
425	1
426	1
427	1
428	1
429	1
430	1
431	1
432	1
433	1
434	2
435	2
436	1
437	1
438	1
439	1
440	1
441	1
442	1
443	1
444	1
445	1
446	2
447	2
448	1
449	1
450	1
451	1
452	1
453	1
454	1
455	1
456	1
457	1
458	1
459	1
460	1
461	1
462	1
463	1
464	1
465	2
466	1
467	1
468	1
469	1
470	2
471	1
472	1
473	1
474	1
475	1
476	1
477	1
478	1
479	1
480	2
481	1
482	1
483	1
484	1
485	2
486	2
487	1
488	1
489	1
490	1
491	1
492	1
493	1
494	2
495	2
496	1
497	1
498	1
499	1
500	1
501	1
502	1
503	1
504	1
505	2
506	2
507	2
508	2
509	2
510	2
511	1
512	1
513	1
514	2
515	2
516	1
517	2
518	2
519	1
520	2
521	1
522	1
523	1
524	1
525	1
526	1
527	1
528	1
529	2
530	1
531	1
532	2
533	1
534	2
535	1
536	2
537	1
538	1
539	1
540	2
541	1
542	1
543	1
544	1
545	2
546	1
547	1
548	1
549	1
550	1
551	1
552	1
553	1
554	1
555	1
556	1
557	1
558	2
559	1
560	1
561	1
562	1
563	1
564	2
565	2
566	1
567	1
568	1
569	1
570	1
571	1
572	1
573	1
574	1
575	1
576	1
577	2
578	1
579	1
580	2
581	1
582	2
583	1
584	1
585	1
586	1
587	1
588	1
589	1
590	1
591	1
592	1
593	1
594	1
595	2
596	2
597	1
598	1
599	2
600	1
601	1
602	1
603	2
604	1
605	1
606	1
607	2
608	1
609	1
610	1
611	1
612	1
613	1
614	1
615	2
616	1
617	1
618	1
619	1
620	2
621	1
622	1
623	1
624	1
625	1
626	1
627	1
628	2
629	1
630	1
631	1
632	1
633	1
634	2
635	1
636	1
637	1
638	1
639	1
640	2
641	1
642	2
643	1
644	1
645	1
646	1
647	2
648	2
649	1
650	1
651	2
652	1
653	1
654	1
655	2
656	1
657	1
658	1
659	2
660	1
661	2
662	1
663	2
664	1
665	1
666	1
667	2
668	1
669	1
670	2
